song_id,individual,site,sex,split,onset_ms,offset_ms,dur_ms,gap_to_prev_ms,bout_id,family,fine,p_family,p_fine,cluster,umap_x,umap_y,human_verified,rand
208005,TMI_PB-lGM,TMI,M,train,26052.8,26401.1,348.3,667.6,5,Trill,Trill,0.72,0.999,6,-6.62,8.97,False,0.6075448519014384
208005,TMI_PB-lGM,TMI,M,train,27028.0,27347.3,319.3,626.9,5,UNKNOWN,(idiolect pool),0.996,0.0,11,1.64,12.34,False,0.17052412368729153
208005,TMI_PB-lGM,TMI,M,train,27968.4,28247.1,278.6,621.1,5,UNKNOWN,(idiolect pool),0.999,0.0,24,4.98,15.6,False,0.06505159298527952
208005,TMI_PB-lGM,TMI,M,train,29170.1,29524.2,354.1,923.0,5,Cough,Cough(TMI+click),1.0,1.0,8,2.78,-3.58,False,0.9488855372533332
208005,TMI_PB-lGM,TMI,M,train,30145.3,30354.3,209.0,621.1,5,Downsqueak,Downsqueak(hook),1.0,1.0,37,9.28,2.62,False,0.9656320330745594
208005,TMI_PB-lGM,TMI,M,train,30952.2,31323.7,371.5,597.9,5,Waah,Waah(thin+hi2),0.999,0.601,10,-1.89,12.58,False,0.8083973481164611
208005,TMI_PB-lGM,TMI,M,train,31834.6,32136.4,301.9,510.8,5,Trill,Trill,0.918,0.997,6,-6.5,8.87,False,0.3046137691733707
208005,TMI_PB-lGM,TMI,M,train,32751.7,33053.6,301.9,615.3,5,UNKNOWN,(idiolect pool),1.0,0.0,11,1.69,12.39,False,0.09767211400638387
208005,TMI_PB-lGM,TMI,M,train,34650.0,34998.3,348.3,1596.4,6,Cough,Cough(TMI+click),1.0,1.0,8,2.28,-3.29,False,0.6842330265121569
208005,TMI_PB-lGM,TMI,M,train,38254.9,38603.2,348.3,3256.6,7,Waah,Waah(thin+hi2),0.999,0.48,10,-1.85,12.56,False,0.4401524937396013
208005,TMI_PB-lGM,TMI,M,train,39090.8,39392.7,301.9,487.6,7,UNKNOWN,(idiolect pool),1.0,0.0,24,4.92,15.55,False,0.12203823484477883
208005,TMI_PB-lGM,TMI,M,train,40060.2,40402.7,342.5,667.6,7,Trill,Trill,0.604,0.997,6,-6.65,8.96,False,0.4951769101112702
208005,TMI_PB-lGM,TMI,M,train,40890.3,41215.4,325.1,487.6,7,UNKNOWN,(idiolect pool),0.995,0.0,11,1.65,12.39,False,0.034388521115218396
208005,TMI_PB-lGM,TMI,M,train,44292.1,44640.4,348.3,3076.6,8,Cough,Cough(TMI+click),1.0,1.0,8,2.75,-3.59,False,0.9093204020787821
208005,TMI_PB-lGM,TMI,M,train,48152.4,48494.9,342.5,3512.0,9,Waah,Waah(thin+hi2),1.0,0.8,10,-1.83,12.62,False,0.2587799816000169
208005,TMI_PB-lGM,TMI,M,train,48912.8,49208.9,296.1,418.0,9,UNKNOWN,(idiolect pool),1.0,0.0,24,4.98,15.59,False,0.662522284353982
208005,TMI_PB-lGM,TMI,M,train,49766.2,50085.4,319.3,557.3,9,Trill,Trill,0.721,0.996,6,-6.56,8.84,False,0.31171107608941095
208005,TMI_PB-lGM,TMI,M,train,50596.3,50898.1,301.9,510.8,9,UNKNOWN,(idiolect pool),0.999,0.0,11,1.72,12.48,False,0.5200680211778108
208005,TMI_PB-lGM,TMI,M,train,51316.1,51588.9,272.8,418.0,9,UNKNOWN,(idiolect pool),1.0,0.0,24,5.2,15.62,False,0.5467102793432796
208005,TMI_PB-lGM,TMI,M,train,53649.7,53998.0,348.3,2060.8,10,Cough,Cough(TMI+click),1.0,1.0,8,2.34,-3.0,False,0.18485445552552704
208005,TMI_PB-lGM,TMI,M,train,55408.6,55751.1,342.5,1410.6,11,Waah,Waah(thin+hi2),0.859,0.646,10,-2.18,12.65,False,0.9695846277645586
208005,TMI_PB-lGM,TMI,M,train,56238.7,56494.1,255.4,487.6,11,UNKNOWN,(idiolect pool),1.0,0.0,24,5.23,15.63,False,0.7751328233611146
208005,TMI_PB-lGM,TMI,M,train,57138.5,57376.5,238.0,644.4,11,UNKNOWN,(idiolect pool),0.864,0.0,11,1.78,12.42,False,0.9394989415641891
208005,TMI_PB-lGM,TMI,M,train,58618.8,58688.4,69.7,1242.3,12,Chiggle,Chiggle,0.957,0.995,-1,1.8,-1.45,False,0.8948273504276488
208005,TMI_PB-lGM,TMI,M,train,62972.5,63204.7,232.2,4284.1,13,Waah,Waah(thin+hi2),1.0,0.363,10,-1.56,12.1,False,0.5978999788110851
208005,TMI_PB-lGM,TMI,M,train,63715.6,63947.8,232.2,510.8,13,UNKNOWN,(idiolect pool),0.999,0.0,24,5.13,15.65,False,0.9218742350231168
208007,TMI_RBr-lBM,TMI,M,train,5131.6,5224.5,92.9,,0,Bip,Bip,0.625,1.0,-1,1.28,13.91,False,0.0884925020519195
208007,TMI_RBr-lBM,TMI,M,train,5247.7,5340.6,92.9,23.2,0,Pipe,Pipe(F#[6]),1.0,0.4,18,1.07,15.11,False,0.1959828624191452
208007,TMI_RBr-lBM,TMI,M,train,6826.7,6873.1,46.4,1486.1,1,Stutter,Stutter(alarmy),0.353,0.63,-1,-1.22,5.57,False,0.045227288910538066
208007,TMI_RBr-lBM,TMI,M,train,6989.2,7029.8,40.6,116.1,1,Chiggle,Chiggle,0.598,1.0,-1,-1.29,4.22,False,0.32533033076326434
208007,TMI_RBr-lBM,TMI,M,train,7169.2,7192.4,23.2,139.3,1,Click,Click,0.993,1.0,49,-2.47,5.19,False,0.388677289689482
208007,TMI_RBr-lBM,TMI,M,train,7291.1,7540.7,249.6,98.7,1,Shrieky,Shrieky(uphook),0.999,0.832,1,9.88,15.89,False,0.2713490317738959
208007,TMI_RBr-lBM,TMI,M,train,7610.3,7772.9,162.5,69.7,1,Upsqueak,Upsqueak(shrieky),0.999,1.0,36,4.93,6.04,False,0.8287375091519293
208007,TMI_RBr-lBM,TMI,M,train,7819.3,8028.3,209.0,46.4,1,UNKNOWN,(idiolect pool),0.999,0.0,24,5.69,14.46,False,0.3567533266935893
208007,TMI_RBr-lBM,TMI,M,train,10361.9,10611.5,249.6,2333.6,2,Shrieky,Shrieky(uphook),0.999,0.999,1,9.99,15.99,False,0.28093450968738076
208007,TMI_RBr-lBM,TMI,M,train,10681.2,10890.2,209.0,69.7,2,Upsqueak,Upsqueak(shrieky),1.0,0.994,36,4.97,6.03,False,0.5426960831582485
208007,TMI_RBr-lBM,TMI,M,train,10936.6,11122.4,185.8,46.4,2,UNKNOWN,(idiolect pool),1.0,0.0,24,5.97,14.66,False,0.14092422497476265
208008,TMI_2015_02_25_MMR088_01,TMI,F,train,255.4,325.1,69.7,,0,UNKNOWN,(idiolect pool),0.999,0.0,-1,6.1,12.76,False,0.8021969807540397
208008,TMI_2015_02_25_MMR088_01,TMI,F,train,534.1,719.8,185.8,209.0,0,Pipe,Pipe(D#[7]+),1.0,0.719,40,1.28,9.11,False,0.07455064367977082
208008,TMI_2015_02_25_MMR088_01,TMI,F,train,882.4,952.0,69.7,162.5,0,UNKNOWN,(idiolect pool),0.954,0.0,-1,6.92,11.57,False,0.9868869366005173
208008,TMI_2015_02_25_MMR088_01,TMI,F,train,1137.8,1323.5,185.8,185.8,0,Pipe,Pipe(E[7]),1.0,0.479,14,12.77,12.59,False,0.7722447692966574
208008,TMI_2015_02_25_MMR088_01,TMI,F,train,1486.1,1695.1,209.0,162.5,0,Pipe,Pipe(D#[7]+),1.0,0.645,14,12.83,12.65,False,0.1987156815341724
208008,TMI_2015_02_25_MMR088_01,TMI,F,train,1834.4,2020.1,185.8,139.3,0,Pipe,Pipe(D#[7]+),1.0,0.701,25,10.71,8.43,False,0.005522117123602399
208008,TMI_2015_02_25_MMR088_01,TMI,F,train,2159.5,2345.2,185.8,139.3,0,Pipe,Pipe(D#[7]),1.0,0.635,25,10.7,8.39,False,0.8154614284548342
208009,TMI_2015_02_25_MMR089_01,TMI,F,train,209.0,325.1,116.1,,0,Stutter,Stutter(TAW),1.0,0.457,-1,-0.45,4.88,False,0.7068573438476171
208009,TMI_2015_02_25_MMR089_01,TMI,F,train,418.0,534.1,116.1,92.9,0,Stutter,Stutter(cheese),0.998,0.629,-1,-0.41,4.95,False,0.7290071680409873
208009,TMI_2015_02_25_MMR089_01,TMI,F,train,650.2,789.5,139.3,116.1,0,Stutter,Stutter(cheese),0.948,0.952,-1,-0.37,4.56,False,0.7712703466859457
208009,TMI_2015_02_25_MMR089_01,TMI,F,train,882.4,998.5,116.1,92.9,0,Stutter,Stutter(TAW),0.999,0.59,-1,-0.38,4.74,False,0.07404465173409036
208009,TMI_2015_02_25_MMR089_01,TMI,F,train,1114.6,1178.4,63.9,116.1,0,Stutter,Stutter,1.0,0.827,47,1.17,2.85,False,0.3584657285442726
208009,TMI_2015_02_25_MMR089_01,TMI,F,train,1224.9,1364.2,139.3,46.4,0,Down,Down(CUV1),0.997,0.812,-1,7.46,10.91,False,0.11586905952512971
208009,TMI_2015_02_25_MMR089_01,TMI,F,train,1410.6,1573.2,162.5,46.4,0,Stepdown,Stepdown(OTHER),0.98,0.364,-1,2.28,10.24,False,0.8631034258755935
208009,TMI_2015_02_25_MMR089_01,TMI,F,train,1619.6,1735.7,116.1,46.4,0,Pipe,Pipe(E[6]),0.999,0.472,41,-1.75,9.51,False,0.6232981268275579
208009,TMI_2015_02_25_MMR089_01,TMI,F,train,1828.6,1944.7,116.1,92.9,0,UNKNOWN,(idiolect pool),0.999,0.0,-1,7.37,11.05,False,0.3308980248526492
208010,TMI_2015_02_25_MMR093_01,TMI,F,train,0.0,23.2,23.2,,0,Click,Click,0.912,1.0,49,-2.15,4.65,False,0.06355835028602363
208010,TMI_2015_02_25_MMR093_01,TMI,F,train,162.5,232.2,69.7,139.3,0,Stutter,Stutter,1.0,1.0,47,0.06,2.23,False,0.3109823217156622
208010,TMI_2015_02_25_MMR093_01,TMI,F,train,278.6,371.5,92.9,46.4,0,Stutter,Stutter,1.0,0.999,47,-1.02,1.73,False,0.32518332202674705
208010,TMI_2015_02_25_MMR093_01,TMI,F,train,418.0,557.3,139.3,46.4,0,Stutter,Stutter(wavey),0.94,0.967,42,1.65,4.32,False,0.7296061783380641
208010,TMI_2015_02_25_MMR093_01,TMI,F,train,603.7,673.4,69.7,46.4,0,Stutter,Stutter,1.0,0.999,47,-0.73,2.25,False,0.6375574713552131
208010,TMI_2015_02_25_MMR093_01,TMI,F,train,719.8,905.6,185.8,46.4,0,Stutter,Stutter_Stutter_Chiup,0.995,0.873,33,7.81,10.36,False,0.8872127425763265
208010,TMI_2015_02_25_MMR093_01,TMI,F,train,928.8,1137.8,209.0,23.2,0,UNKNOWN,(idiolect pool),1.0,0.0,9,3.5,9.64,False,0.4722149251619493
208010,TMI_2015_02_25_MMR093_01,TMI,F,train,1207.4,1370.0,162.5,69.7,0,Pipe,Pipe(E[7]),1.0,0.593,14,12.85,12.71,False,0.1195942459383017
208010,TMI_2015_02_25_MMR093_01,TMI,F,train,1462.9,1648.6,185.8,92.9,0,Pipe,Pipe(D#[7]+),0.999,0.782,14,12.79,12.52,False,0.713244787222995
208010,TMI_2015_02_25_MMR093_01,TMI,F,train,1787.9,1973.7,185.8,139.3,0,Pipe,Pipe(D#[7]+),1.0,0.716,14,12.91,12.67,False,0.7607850486168974
208010,TMI_2015_02_25_MMR093_01,TMI,F,train,2113.0,2298.8,185.8,139.3,0,Pipe,Pipe(D#[7]+),1.0,0.69,25,10.69,8.38,False,0.5612771975694962
208010,TMI_2015_02_25_MMR093_01,TMI,F,train,2438.1,2623.9,185.8,139.3,0,Pipe,Pipe(D#[7]+),1.0,0.693,25,10.63,8.38,False,0.770967179954561
208010,TMI_2015_02_25_MMR093_01,TMI,F,train,2763.2,2972.2,209.0,139.3,0,Pipe,Pipe(E[7]),1.0,0.444,14,12.7,12.65,False,0.49379559636439074
208011,TMI_2015_03_01_MMR113_01,TMI,F,train,394.7,441.2,46.4,,0,UNKNOWN,(idiolect pool),0.492,0.0,-1,5.94,14.0,False,0.5227328293819941
208011,TMI_2015_03_01_MMR113_01,TMI,F,train,673.4,882.4,209.0,232.2,0,Pipe,Pipe(D#[7]),1.0,0.331,-1,-0.13,9.13,False,0.42754101835854963
208011,TMI_2015_03_01_MMR113_01,TMI,F,train,1062.3,1132.0,69.7,180.0,0,UNKNOWN,(idiolect pool),0.79,0.0,-1,6.97,11.38,False,0.02541912674409519
208011,TMI_2015_03_01_MMR113_01,TMI,F,train,1317.7,1526.7,209.0,185.8,0,Pipe,Pipe(E[7]bent),1.0,0.578,14,12.83,12.4,False,0.10789142699330445
208011,TMI_2015_03_01_MMR113_01,TMI,F,train,1689.3,1851.8,162.5,162.5,0,Pipe,Pipe(E[7]),1.0,0.446,14,12.79,12.67,False,0.03142918568673425
208011,TMI_2015_03_01_MMR113_01,TMI,F,train,1991.1,2171.1,180.0,139.3,0,Pipe,Pipe(D#[7]+),1.0,0.707,25,10.81,8.5,False,0.6364104112637804
208011,TMI_2015_03_01_MMR113_01,TMI,F,train,2310.4,2519.4,209.0,139.3,0,Pipe,Pipe(D#[7]),0.998,0.861,25,10.77,8.52,False,0.3143559810763267
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,139.3,394.7,255.4,,0,Downsqueak,Downsqueak(hook),0.999,0.999,37,8.28,3.8,False,0.5085706911647028
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,650.2,952.0,301.9,255.4,0,Waah,Waah(low+F#),1.0,0.292,10,-1.33,12.37,False,0.907566473926093
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,1161.0,1393.2,232.2,209.0,0,Trill,Trill,0.99,0.982,23,4.67,14.26,False,0.24929222914887494
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,1462.9,1666.0,203.2,69.7,0,UNKNOWN,(idiolect pool),0.999,0.0,24,5.43,15.24,False,0.41038292303562973
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,2130.4,2362.6,232.2,464.4,0,Pipe,Pipe(low)_Tailoff1,0.751,0.622,11,1.81,12.45,False,0.7555511385430487
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,2635.5,2914.1,278.6,272.8,0,Stutter,Stutter_Stutter_Upsqueak,0.989,0.966,-1,4.25,6.34,False,0.22879816549162246
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,3012.8,3216.0,203.2,98.7,0,UNKNOWN,(idiolect pool),1.0,0.0,24,2.37,13.58,False,0.07697990982879299
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,3308.8,3633.9,325.1,92.9,0,Shrieky,Shrieky(uphook+lower),0.994,0.994,-1,10.95,5.77,False,0.289751452913768
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,3703.6,3912.6,209.0,69.7,0,Trill,Trill,0.999,0.978,23,4.72,14.26,False,0.16122128725400442
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,4539.5,4794.9,255.4,626.9,0,Downsqueak,Downsqueak(bitunder)_Pipe(low),1.0,0.998,39,4.18,1.5,False,0.9296976523425731
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,6222.9,6501.6,278.6,1428.0,1,Cough,Cough(TMI+click),1.0,0.988,8,1.47,-2.89,False,0.808120379564417
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,6919.5,7145.9,226.4,418.0,1,Downsqueak,Downsqueak(hook),1.0,0.999,-1,8.81,3.47,False,0.6334037565104235
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,7540.7,7889.0,348.3,394.7,1,Waah,Waah(rough),1.0,0.918,24,2.1,13.83,False,0.8714605901877177
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,8028.3,8185.0,156.7,139.3,1,Pipe,Pipe(OTHER),0.999,0.93,-1,0.86,14.41,False,0.8036720768991145
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,8260.5,8417.2,156.7,75.5,1,Pipe,Pipe(OTHER),1.0,0.516,18,1.34,15.72,False,0.18657005888603584
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,8510.1,8695.9,185.8,92.9,1,UNKNOWN,(idiolect pool),1.0,0.0,24,5.44,15.11,False,0.8925589984899778
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,8858.4,8997.7,139.3,162.5,1,Alarmy,Alarmy(short),0.996,0.988,40,1.65,6.76,False,0.5393422419156507
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,9113.8,9409.9,296.1,116.1,1,Stutter,Stutter_Stutter_Upsqueak,0.938,0.85,-1,4.17,6.28,False,0.8074401551640625
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,9572.4,9804.6,232.2,162.5,1,Downsqueak,Downsqueak(bitunder)_Pipe(low),0.998,1.0,39,4.14,1.96,False,0.8960912999234932
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,10843.7,11168.8,325.1,1039.1,2,Cough,Cough(TMI+click),1.0,1.0,8,1.72,-3.02,False,0.3180034749718639
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,11749.3,11975.7,226.4,580.5,2,Downsqueak,Downsqueak(hook),1.0,0.999,-1,8.61,3.61,False,0.11005192452767676
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,12620.0,12921.9,301.9,644.4,2,Waah,Waah(mid+A),1.0,0.803,24,1.82,14.36,False,0.22793516254194168
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,13090.2,13432.7,342.5,168.3,2,Shrieky,Shrieky(uphook+lower),0.982,0.999,-1,10.92,5.77,False,0.4271077886262563
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,13548.8,13734.6,185.8,116.1,2,Trill,Trill,1.0,0.756,23,4.71,14.15,False,0.8180147659224931
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,13781.0,13990.0,209.0,46.4,2,Pipe_Downsqueak,Pipe_Downsqueak,0.999,1.0,-1,9.18,7.32,False,0.8607305832563434
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,14942.0,15162.6,220.6,952.0,2,Pipe,Pipe(low)_Tailoff1,0.562,0.431,11,1.94,12.46,False,0.006952130531190703
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,15952.1,16161.1,209.0,789.5,2,Downsqueak,Downsqueak(hook),0.999,1.0,-1,8.72,3.41,False,0.5107473025775657
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,16416.5,16718.4,301.9,255.4,2,Waah,Waah(mid+A),1.0,0.846,24,1.88,14.3,False,0.417411003148779
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,17153.7,17362.7,209.0,435.4,2,UNKNOWN,(idiolect pool),1.0,0.0,24,5.25,15.29,False,0.22210781047073025
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,18030.3,18332.2,301.9,667.6,2,Trill,Trill,0.748,0.988,6,-6.56,7.17,False,0.1198653673336828
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,18959.1,19255.1,296.1,626.9,2,Cough,Cough(TMI+click),1.0,1.0,8,1.39,-2.73,False,0.33761517140362796
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,19771.8,19975.0,203.2,516.6,2,Downsqueak,Downsqueak(hook),1.0,1.0,-1,8.66,3.51,False,0.9429097039125192
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,20340.7,20665.8,325.1,365.7,2,Waah,Waah(low+F#),1.0,0.757,10,-1.17,11.92,False,0.32320293202075523
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,20851.5,21037.3,185.8,185.8,2,Trill,Trill,0.999,0.975,23,4.64,14.23,False,0.5187906217433661
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,21153.4,21362.4,209.0,116.1,2,UNKNOWN,(idiolect pool),1.0,0.0,24,5.12,15.34,False,0.7030189588951778
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,21890.6,22146.0,255.4,528.3,2,UNKNOWN,(idiolect pool),0.999,0.0,11,2.24,12.54,False,0.363629602379294
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,22604.6,22889.1,284.4,458.6,2,Cough,Cough(TMI+click),1.0,1.0,8,1.57,-3.04,False,0.9717820827209607
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,23370.9,23579.9,209.0,481.8,2,Downsqueak,Downsqueak(hook),1.0,1.0,37,8.82,3.4,False,0.9624472949421112
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,23951.4,24247.4,296.1,371.5,2,Waah,Waah(mid+A),1.0,0.944,24,1.65,14.7,False,0.25178229582536416
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,24648.0,24874.4,226.4,400.5,2,UNKNOWN,(idiolect pool),1.0,0.0,24,5.25,15.59,False,0.49724850589238545
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,25408.4,25727.7,319.3,534.1,2,Trill,Trill,0.839,0.983,6,-6.63,8.69,False,0.30087830981676966
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,26999.0,27300.9,301.9,1271.3,3,Waah,Waah(mid+A),1.0,0.856,24,1.98,14.16,False,0.2848404943774676
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,27463.4,27805.9,342.5,162.5,3,Shrieky,Shrieky(uphook+lower),0.988,1.0,-1,10.91,5.76,False,0.036886947354532795
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,27904.6,28090.3,185.8,98.7,3,Trill,Trill,0.998,0.998,23,4.59,14.24,False,0.6095643339798968
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,28160.0,28363.2,203.2,69.7,3,Pipe_Downsqueak,Pipe_Downsqueak,0.996,1.0,-1,9.18,7.35,False,0.5026790232288615
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,28502.5,28595.4,92.9,139.3,3,Stutter,Stutter(alarmy),0.955,0.97,-1,0.93,5.34,False,0.05147875124998935
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,28804.4,29170.1,365.7,209.0,3,Downsqueak,Downsqueak(bitunder)_Pipe(low),1.0,0.999,39,4.28,1.44,False,0.27864646423661144
208012,TMI_2015_03_02_MMR130_02,TMI,M,train,30261.4,30586.5,325.1,1091.3,4,Cough,Cough(TMI+click),1.0,1.0,8,2.18,-2.98,False,0.9082658859666537
